customer_id,risk_level,spending_behavior,income_stability,credit_dependency_level,financial_stress_level,persona_label,confidence_score,key_signals
CUST000864,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments']"
CUST000865,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST000866,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['Missed 1 payments']
CUST000867,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000868,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000869,Low,High Lifestyle Spender,Stable,Low,High,High Lifestyle Spender,0.9,['Missed 2 payments']
CUST000870,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 3 payments']"
CUST000871,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000872,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000873,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['No immediate risk signals']
CUST000874,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST000875,Moderate,Erratic Spending,Stable,Moderate,High,Impulse Spender Under Stress,0.9,['High debt-to-income stress']
CUST000876,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 3 payments']"
CUST000877,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000878,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Recent salary delay']"
CUST000879,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000880,Moderate,High Lifestyle Spender,Stable,Moderate,High,High Lifestyle Spender,0.9,['Missed 1 payments']
CUST000881,Low,High Lifestyle Spender,Stable,Moderate,Low,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST000882,Moderate,Stable Spender,Unstable,Moderate,Low,Moderate User,0.9,['Recent salary delay']
CUST000883,Moderate,High Lifestyle Spender,Stable,High,High,High Lifestyle Spender,0.9,"['High credit utilization', 'Missed 1 payments']"
CUST000884,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000885,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST000886,Low,High Lifestyle Spender,Stable,Low,High,High Lifestyle Spender,0.9,['Missed 2 payments']
CUST000887,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments']"
CUST000888,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000889,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 2 payments']"
CUST000890,Low,High Lifestyle Spender,Stable,Moderate,Low,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST000891,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000892,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000893,Low,High Lifestyle Spender,Stable,Moderate,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST000894,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['Missed 1 payments']
CUST000895,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 4 payments']"
CUST000896,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000897,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['No immediate risk signals']
CUST000898,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000899,Low,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Recent salary delay']"
CUST000900,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,['Recent salary delay']
CUST000901,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST000902,Low,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Recent salary delay']"
CUST000903,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000904,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000905,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000906,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 1 payments']"
CUST000907,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000908,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000909,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000910,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000911,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'Missed 1 payments']"
CUST000912,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000913,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000914,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 4 payments', 'Recent salary delay']"
CUST000915,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST000916,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 2 payments']
CUST000917,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000918,Low,Stable Spender,Unstable,Moderate,Moderate,Moderate User,0.9,['Recent salary delay']
CUST000919,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['No immediate risk signals']
CUST000920,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 1 payments']"
CUST000921,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000922,Moderate,Erratic Spending,Stable,High,High,Impulse Spender Under Stress,0.9,"['High credit utilization', 'High debt-to-income stress', 'Missed 1 payments']"
CUST000923,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000924,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000925,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 4 payments']"
CUST000926,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST000927,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST000928,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 2 payments']
CUST000929,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000930,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000931,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 7 payments', 'Recent salary delay']"
CUST000932,Low,High Lifestyle Spender,Stable,Low,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST000933,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000934,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST000935,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 7 payments', 'Recent salary delay']"
CUST000936,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST000937,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000938,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST000939,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000940,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Recent salary delay']"
CUST000941,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000942,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Missed 1 payments']"
CUST000943,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000944,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000945,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000946,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 4 payments', 'Recent salary delay']"
CUST000947,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Recent salary delay']"
CUST000948,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000949,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000950,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000951,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 3 payments', 'Recent salary delay']"
CUST000952,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000953,High,Erratic Spending,Stable,High,High,Impulse Spender Under Stress,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress']"
CUST000954,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000955,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000956,Low,High Lifestyle Spender,Stable,Low,Low,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST000957,Low,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['Missed 1 payments', 'Recent salary delay']"
CUST000958,Moderate,Stable Spender,Unstable,Low,High,Moderate User,0.9,"['Missed 1 payments', 'Recent salary delay']"
CUST000959,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 5 payments']"
CUST000960,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST000961,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000962,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 3 payments', 'Recent salary delay']"
CUST000963,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000964,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['No immediate risk signals']
CUST000965,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 2 payments']
CUST000966,Moderate,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000967,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST000968,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000969,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST000970,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 4 payments', 'Recent salary delay']"
CUST000971,Low,High Lifestyle Spender,Stable,Moderate,High,High Lifestyle Spender,0.9,['Missed 1 payments']
CUST000972,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000973,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000974,Low,High Lifestyle Spender,Stable,Moderate,High,High Lifestyle Spender,0.9,['Missed 1 payments']
CUST000975,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000976,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000977,Low,Stable Spender,Unstable,Moderate,Moderate,Moderate User,0.9,['Recent salary delay']
CUST000978,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000979,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['Missed 1 payments']
CUST000980,Moderate,Stable Spender,Stable,Low,High,Moderate User,0.9,['No immediate risk signals']
CUST000981,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 3 payments', 'Recent salary delay']"
CUST000982,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000983,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments']"
CUST000984,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000985,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST000986,High,Erratic Spending,Unstable,High,High,Impulse Spender Under Stress,0.9,"['High risk score detected', 'High credit utilization', 'Erratic spending behavior', 'High debt-to-income stress', 'Missed 4 payments']"
CUST000987,Low,High Lifestyle Spender,Stable,Low,High,High Lifestyle Spender,0.9,['Missed 1 payments']
CUST000988,Low,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000989,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'Missed 3 payments']"
CUST000990,Moderate,Stable Spender,Unstable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000991,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST000992,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 2 payments']
CUST000993,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 5 payments', 'Recent salary delay']"
CUST000994,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST000995,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['Missed 1 payments']
CUST000996,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000997,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST000998,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST000999,Moderate,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High credit utilization', 'High debt-to-income stress', 'Recent salary delay']"
CUST001000,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST001001,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments']"
CUST001002,High,Erratic Spending,Unstable,High,High,Impulse Spender Under Stress,0.9,"['High risk score detected', 'High credit utilization', 'Erratic spending behavior', 'Missed 5 payments', 'Recent salary delay']"
CUST001003,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST001004,High,Stable Spender,Unstable,Moderate,Moderate,Moderate User,0.9,['High risk score detected']
CUST001005,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST001006,High,Erratic Spending,Unstable,Moderate,High,Impulse Spender Under Stress,0.9,"['High risk score detected', 'Erratic spending behavior', 'Missed 2 payments', 'Recent salary delay']"
CUST001007,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001008,Moderate,Stable Spender,Stable,High,High,Moderate User,0.9,"['High credit utilization', 'High debt-to-income stress']"
CUST001009,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001010,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST001011,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST001012,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST001013,Low,High Lifestyle Spender,Stable,Low,Low,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST001014,Low,High Lifestyle Spender,Stable,Moderate,Low,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST001015,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['No immediate risk signals']
CUST001016,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST001017,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST001018,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 2 payments']"
CUST001019,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST001020,Moderate,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001021,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 3 payments']"
CUST001022,Low,High Lifestyle Spender,Stable,Low,Low,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST001023,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 1 payments']"
CUST001024,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 3 payments', 'Recent salary delay']"
CUST001025,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST001026,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['Missed 1 payments', 'Recent salary delay']"
CUST001027,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments']"
CUST001028,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST001029,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST001030,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST001031,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'Missed 2 payments']"
CUST001032,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST001033,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress']"
CUST001034,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST001035,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST001036,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001037,High,Erratic Spending,Unstable,High,High,Impulse Spender Under Stress,0.9,"['High risk score detected', 'High credit utilization', 'Erratic spending behavior', 'Recent salary delay']"
CUST001038,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'Missed 2 payments', 'Recent salary delay']"
CUST001039,Low,High Lifestyle Spender,Stable,Moderate,Moderate,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST001040,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments']"
CUST001041,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['No immediate risk signals']
CUST001042,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST001043,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Missed 1 payments']"
CUST001044,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 1 payments', 'Recent salary delay']"
CUST001045,Low,High Lifestyle Spender,Stable,Low,Low,High Lifestyle Spender,0.9,['No immediate risk signals']
CUST001046,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Recent salary delay']"
CUST001047,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'Missed 1 payments', 'Recent salary delay']"
CUST001048,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST001049,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST001050,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST001051,Low,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST001052,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001053,Low,High Lifestyle Spender,Stable,Moderate,High,High Lifestyle Spender,0.9,['Missed 1 payments']
CUST001054,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST001055,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'Missed 1 payments', 'Recent salary delay']"
CUST001056,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001057,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['No immediate risk signals']
CUST001058,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST001059,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001060,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 2 payments']"
CUST001061,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST001062,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 1 payments']
CUST001063,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 3 payments']"
CUST001064,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001065,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments']"
CUST001066,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['Missed 1 payments']
CUST001067,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001068,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,['Recent salary delay']
CUST001069,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Missed 1 payments']"
CUST001070,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Missed 1 payments']"
CUST001071,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 2 payments']"
CUST001072,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['Missed 1 payments', 'Recent salary delay']"
CUST001073,Moderate,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001074,Low,Erratic Spending,Unstable,Moderate,Low,Stable Planner,0.9,['Recent salary delay']
CUST001075,Low,Stable Spender,Stable,Low,High,Moderate User,0.9,['Missed 1 payments']
CUST001076,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST001077,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST001078,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001079,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST001080,High,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST001081,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001082,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
CUST001083,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 2 payments']
CUST001084,High,Erratic Spending,Stable,High,High,Impulse Spender Under Stress,0.9,"['High risk score detected', 'High credit utilization', 'Missed 3 payments']"
CUST001085,High,Stable Spender,Stable,Moderate,High,Moderate User,0.9,"['High risk score detected', 'Missed 2 payments']"
CUST001086,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 7 payments', 'Recent salary delay']"
CUST001087,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST001088,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Recent salary delay']"
CUST001089,Low,Stable Spender,Stable,Moderate,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001090,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001091,Low,Stable Spender,Stable,Low,Low,Stable Planner,0.9,['No immediate risk signals']
CUST001092,High,Stable Spender,Stable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments']"
CUST001093,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001094,Low,Stable Spender,Stable,Moderate,Low,Stable Planner,0.9,['No immediate risk signals']
CUST001095,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['Missed 2 payments']
CUST001096,Moderate,Stable Spender,Stable,Moderate,High,Moderate User,0.9,['High debt-to-income stress']
CUST001097,Moderate,Stable Spender,Unstable,Moderate,High,Moderate User,0.9,"['High debt-to-income stress', 'Missed 1 payments', 'Recent salary delay']"
CUST001098,Low,Stable Spender,Stable,Low,Moderate,Moderate User,0.9,['No immediate risk signals']
CUST001099,High,Stable Spender,Unstable,High,High,Moderate User,0.9,"['High risk score detected', 'High credit utilization', 'High debt-to-income stress', 'Missed 2 payments', 'Recent salary delay']"
